tree_id,block_id,created_at,tree_dbh,stump_diam,curb_loc,status,health,spc_latin,spc_common,steward,guards,sidewalk,user_type,problems,root_stone,root_grate,root_other,trunk_wire,trnk_light,trnk_other,brch_light,brch_shoe,brch_other,address,postcode,zip_city,community board,borocode,borough,cncldist,st_assem,st_senate,nta,nta_name,boro_ct,state,latitude,longitude,x_sp,y_sp,council district,census tract,bin,bbl
29461,233140,06/22/2015,9,0,OnCurb,Alive,Poor,Platanus x acerifolia,London planetree,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1216 LINDEN BOULEVARD,11236,Brooklyn,317,3,Brooklyn,42,58,21,BK96,Rugby-Remsen Village,3088800,New York,40.65406355,-73.91426484,1008039.094,177581.0137,42,888,3103545,3047160005
80364,215711,07/20/2015,30,0,OnCurb,Alive,Fair,Platanus x acerifolia,London planetree,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,32 HIGHLAND BOULEVARD,11207,Brooklyn,305,3,Brooklyn,37,54,18,BK83,Cypress Hills-City Line,3114201,New York,40.67946052,-73.89952357,1012118.765,186838.1897,37,114201,3080572,3034810007
690210,313797,08/31/2016,4,0,OnCurb,Alive,Good,Quercus alba,white oak,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,157-051 24 ROAD,11357,Whitestone,407,4,Queens,19,40,11,QN49,Whitestone,4103300,New York,40.77571526,-73.80462001,1038363.554,221951.151,19,1033,4110014,4048630051
400479,317565,10/29/2015,17,0,OnCurb,Alive,Good,Acer rubrum,red maple,None,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,133-011 125 STREET,11420,South Ozone Park,410,4,Queens,28,31,10,QN55,South Ozone Park,4083800,New York,40.67090754,-73.81391661,1035869.832,183760.9386,28,838,4256051,4117840030
292823,402973,10/07/2015,4,0,OnCurb,Alive,Good,Ulmus americana,American elm,1or2,None,NoDamage,NYC Parks Staff,BranchLights,No,No,No,No,No,No,Yes,No,No,840 CASTLETON AVENUE,10310,Staten Island,501,5,Staten Island,49,61,23,SI35,New Brighton-Silver Lake,5010500,New York,40.63456116,-74.11023081,953655.1166,170483.3677,49,105,5004282,5001550011
559392,225878,05/15/2016,13,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,green ash,None,None,Damage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,1233 EASTERN PARKWAY,11213,Brooklyn,308,3,Brooklyn,41,55,20,BK61,Crown Heights North,3035700,New York,40.66884163,-73.92740984,1004387.263,182961.7827,41,357,3037411,3013920075
531607,343834,12/22/2015,18,0,OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,94-023 40 ROAD,11373,Elmhurst,404,4,Queens,21,34,13,QN29,Elmhurst,4046500,New York,40.748407,-73.87115493,1019950.315,211967.7625,21,465,4039653,4015890101
133969,225464,08/10/2015,2,0,OnCurb,Alive,Fair,Quercus bicolor,swamp white oak,3or4,Helpful,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,769 5 AVENUE,11232,Brooklyn,307,3,Brooklyn,38,51,20,BK32,Sunset Park West,3010100,New York,40.65806167,-73.99715171,985040.273,179026.0121,38,101,3009767,3006610032
298692,311104,10/08/2015,6,0,OnCurb,Alive,Good,Prunus cerasifera,purple-leaf plum,1or2,Helpful,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,140-034 QUINCE AVENUE,11355,Flushing,407,4,Queens,20,25,16,QN52,East Flushing,4120300,New York,40.74734126,-73.81355788,1035910.077,211608.2002,20,1203,4118158,4052300012
650599,308706,08/02/2016,21,0,OnCurb,Alive,Fair,Quercus palustris,pin oak,None,None,Damage,TreesCount Staff,BranchLights,No,No,No,No,No,No,Yes,No,No,95-056 112 STREET,11419,South Richmond Hill,409,4,Queens,28,38,10,QN54,Richmond Hill,4011800,New York,40.6892525,-73.83238255,1030734.568,190434.1818,28,118,4198014,4094130031
47055,213096,07/02/2015,1,0,OnCurb,Alive,Good,Syringa reticulata,Japanese tree lilac,1or2,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,2181 ROYCE STREET,11234,Brooklyn,318,3,Brooklyn,46,59,19,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,3069602,New York,40.62018504,-73.90286969,1011214.61,165241.4658,46,69602,3237794,3084350006
596062,335626,06/21/2016,0,22,OnCurb,Stump,NA,NA,NA,NA,NA,NA,TreesCount Staff,NA,No,No,No,No,No,No,No,No,No,83-025 240 STREET,11426,Bellerose,413,4,Queens,23,24,11,QN43,Bellerose,4157102,New York,40.73458674,-73.72671573,1059987.053,207024.4872,23,157102,4165782,4079080023
174720,217475,08/25/2015,4,0,OnCurb,Alive,Good,Quercus rubra,northern red oak,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,435 WYTHE AVENUE,11249,Brooklyn,301,3,Brooklyn,33,50,18,BK73,North Side-South Side,3054700,New York,40.7095766,-73.9669272,993419.1365,197796.113,33,547,3059564,3021367504
703950,221731,09/08/2016,2,0,OnCurb,Alive,Good,Tilia cordata,littleleaf linden,1or2,None,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,25 COOPER STREET,11207,Brooklyn,304,3,Brooklyn,37,55,18,BK78,Bushwick South,3040300,New York,40.6841668,-73.91096034,1008944.851,188549.3897,37,403,3079646,3034320049
147051,345726,08/15/2015,13,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,63-040 60 PLACE,11385,Ridgewood,405,4,Queens,30,37,15,QN20,Ridgewood,4059300,New York,40.71022365,-73.90262887,1011245.002,198045.1263,30,593,4083642,4034950035
194923,227482,09/01/2015,13,0,OnCurb,Alive,Good,Acer platanoides,Norway maple,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1535 EAST 3 STREET,11230,Brooklyn,312,3,Brooklyn,44,48,22,BK46,Ocean Parkway South,3044000,New York,40.61305222,-73.97159306,992136.9724,162629.1193,44,440,3173695,3065850078
523372,602362,12/16/2015,0,47,OnCurb,Stump,NA,NA,NA,NA,NA,NA,Volunteer,NA,No,No,No,No,No,No,No,No,No,336 RIVERSIDE DRIVE,10024,New York,107,1,Manhattan,6,69,31,MN09,Morningside Heights,1019100,New York,40.8022684,-73.97049202,992419.4459,231566.3988,6,191,1057249,1018910068
271310,107662,09/29/2015,13,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,3or4,Helpful,NoDamage,Volunteer,BranchOther,No,No,No,No,No,No,No,No,Yes,165 EAST 77 STREET,10021,New York,108,1,Manhattan,4,73,28,MN40,Upper East Side-Carnegie Hill,1012800,New York,40.77337029,-73.95936194,995505.7534,221039.0603,4,140,1043197,1014120025
329676,401713,10/15/2015,16,0,OnCurb,Alive,Good,Acer saccharum,sugar maple,None,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,270 COLLEGE AVENUE,10314,Staten Island,501,5,Staten Island,50,63,24,SI07,Westerleigh,5015100,New York,40.62110844,-74.12972341,948237.6337,165589.6003,50,151,5010041,5003600022
712212,206654,09/13/2016,38,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,NYC Parks Staff,RootOther,No,No,Yes,No,No,No,No,No,No,1413 81 STREET,11228,Brooklyn,311,3,Brooklyn,43,49,22,BK28,Bensonhurst West,3018400,New York,40.61534754,-74.00829192,981947.8914,163464.1964,43,184,3163149,3062810063
417455,202098,11/02/2015,12,0,OnCurb,Alive,Good,Tilia cordata,littleleaf linden,None,Harmful,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,41 SHEFFIELD AVENUE,11207,Brooklyn,305,3,Brooklyn,37,55,19,BK82,East New York,3119800,New York,40.67658627,-73.89813544,1012505.004,185791.4605,37,1198,3083270,3036690011
582686,212986,06/11/2016,20,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,Damage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,7409 AVENUE V,11234,Brooklyn,318,3,Brooklyn,46,59,19,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,3070000,New York,40.61980419,-73.90327978,1011100.918,165102.5852,46,700,3237769,3084340006
51767,202152,07/06/2015,2,0,OnCurb,Alive,Good,Cercis canadensis,eastern redbud,1or2,Helpful,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,2741 ATLANTIC AVENUE,11207,Brooklyn,305,3,Brooklyn,37,54,18,BK82,East New York,3119800,New York,40.67623925,-73.89329121,1013848.839,185666.6317,37,1198,3338539,3036730036
551923,402420,03/25/2016,33,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,TreesCount Staff,BranchLights,No,No,No,No,No,No,Yes,No,No,334 FOREST AVENUE,10301,Staten Island,501,5,Staten Island,49,61,24,SI35,New Brighton-Silver Lake,5005900,New York,40.63100299,-74.10035394,956394.9842,169183.7388,49,59,5006745,5002500001
531705,413459,12/22/2015,11,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,564 ELTINGVILLE BOULEVARD,10312,Staten Island,503,5,Staten Island,51,62,24,SI54,Great Kills,5014607,New York,40.55924979,-74.1680149,937564.364,143071.0361,51,14607,5148056,5055360039
282415,401958,10/05/2015,27,0,OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,759 OAKLAND AVENUE,10310,Staten Island,501,5,Staten Island,49,61,24,SI35,New Brighton-Silver Lake,5012100,New York,40.62239238,-74.1085638,954112.305,166049.3835,49,121,5007946,5002950019
158027,106569,08/18/2015,8,0,OnCurb,Alive,Good,Styphnolobium japonicum,Sophora,None,None,NoDamage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,606 COLUMBUS AVENUE,10024,New York,107,1,Manhattan,6,69,30,MN12,Upper West Side,1017300,New York,40.78861848,-73.97047948,992424.5929,226593.2611,6,173,1032439,1012200029
267211,336259,09/28/2015,13,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,None,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,80-050 263 STREET,11004,Glen Oaks,413,4,Queens,23,24,11,QN44,Glen Oaks-Floral Park-New Hyde Park,4157901,New York,40.74402703,-73.70794486,1065177.663,210480.6523,23,157901,4178156,4087180062
515728,411182,12/14/2015,10,0,OnCurb,Alive,Fair,Acer rubrum,red maple,None,None,NoDamage,NYC Parks Staff,Stones,Yes,No,No,No,No,No,No,No,No,4918 AMBOY ROAD,10312,Staten Island,503,5,Staten Island,51,62,24,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,5017600,New York,40.53738005,-74.17480866,935660.709,135107.0766,51,176,5082074,5064240001
84684,225056,07/21/2015,19,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,1or2,Harmful,NoDamage,Volunteer,RootOther,No,No,Yes,No,No,No,No,No,No,4009 6 AVENUE,11232,Brooklyn,307,3,Brooklyn,38,51,17,BK34,Sunset Park East,3008800,New York,40.64913341,-74.00241775,983579.0916,175773.1938,38,88,3018023,3009180007
596830,313292,06/21/2016,27,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,Damage,TreesCount Staff,TrunkOther,No,No,No,No,No,Yes,No,No,No,144-011 29 ROAD,11354,Flushing,407,4,Queens,20,40,11,QN51,Murray Hill,4104700,New York,40.771674,-73.82394014,1033015.507,220467.441,20,1047,4108256,4047840072
33960,106228,06/24/2015,18,0,OnCurb,Alive,Fair,Pyrus calleryana,Callery pear,1or2,Harmful,NoDamage,Volunteer,"Stones,RootOther,TrunkOther,BranchOther",Yes,No,Yes,No,No,Yes,No,No,Yes,210 COLUMBUS AVENUE,10023,New York,107,1,Manhattan,6,67,27,MN14,Lincoln Square,1015300,New York,40.77588262,-73.98003597,989779.3406,221952.4062,6,153,1029665,1011417501
196382,103300,09/02/2015,3,0,OnCurb,Alive,Good,Prunus,cherry,1or2,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,40 ALLEN STREET,10002,New York,103,1,Manhattan,1,65,26,MN27,Chinatown,1001600,New York,40.71637996,-73.99179016,986525.8717,200273.1599,1,16,1089620,1003080030
709764,345189,09/12/2016,16,0,OnCurb,Alive,Poor,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,61-064 LINDEN STREET,11385,Ridgewood,405,4,Queens,30,28,15,QN20,Ridgewood,4061301,New York,40.71017827,-73.89607171,1013062.916,198030.6814,30,61301,4087585,4036110037
509635,512743,12/10/2015,5,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1806 EAST GUN HILL ROAD,10469,Bronx,211,2,Bronx,13,80,34,BX31,Allerton-Pelham Gardens,2031000,New York,40.86272389,-73.83190966,1030744.436,253635.7982,13,310,2100885,2045040412
151392,348709,08/16/2015,14,0,OnCurb,Alive,Fair,Acer,maple,None,None,Damage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,85-001 64 ROAD,11374,Rego Park,406,4,Queens,29,28,15,QN18,Rego Park,4069702,New York,40.72163115,-73.8662888,1021313.508,202214.5077,29,69702,4449370,4031157501
150612,224229,08/16/2015,8,0,OnCurb,Alive,Fair,Tilia cordata,littleleaf linden,1or2,Harmful,Damage,Volunteer,"RootOther,TrunkOther",No,No,Yes,No,No,Yes,No,No,No,72 BUTLER STREET,11231,Brooklyn,306,3,Brooklyn,33,52,25,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3006900,New York,40.68396868,-73.99180989,986521.5076,188464.7639,33,69,3006548,3004090011
698129,208686,09/05/2016,31,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,Damage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,2506 EAST 23 STREET,11235,Brooklyn,315,3,Brooklyn,48,41,22,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,3059401,New York,40.59075892,-73.94688805,999001.0571,154510.2901,48,59401,3204479,3074410413
716566,319325,09/16/2016,40,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,107-043 135 STREET,11419,South Richmond Hill,410,4,Queens,28,32,10,QN55,South Ozone Park,4015801,New York,40.68695811,-73.80925537,1037150.135,189611.3902,28,15801,4206263,4096150038
573022,333060,06/02/2016,14,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,117-031 FRANCIS LEWIS BOULEVARD,11411,Cambria Heights,413,4,Queens,27,33,14,QN08,St. Albans,4038400,New York,40.69520873,-73.74563779,1054784.734,192662.1456,27,384,4272272,4126360036
25374,303811,06/18/2015,4,0,OnCurb,Alive,Poor,Tilia americana,American linden,1or2,Helpful,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,46-030 CENTER BOULEVARD,11101,Long Island City,402,4,Queens,26,37,12,QN31,Hunters Point-Sunnyside-West Maspeth,4000100,New York,40.74672721,-73.95657862,996281.4766,211332.4875,26,1,4536823,4000217501
99111,507990,07/28/2015,5,0,OnCurb,Alive,Good,Styphnolobium japonicum,Sophora,None,None,NoDamage,TreesCount Staff,BranchOther,No,No,No,No,No,No,No,No,Yes,2111 VIRGIL PLACE,10473,Bronx,209,2,Bronx,18,87,34,BX09,Soundview-Castle Hill-Clason Point-Harding Park,2008600,New York,40.82222218,-73.85125794,1025417.691,238869.8501,18,86,2022379,2036120025
578011,405433,06/07/2016,18,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,TreesCount Staff,"Stones,BranchLights",Yes,No,No,No,No,No,Yes,No,No,78 FINLEY AVENUE,10306,Staten Island,502,5,Staten Island,50,64,24,SI45,New Dorp-Midland Beach,5012804,New York,40.56449348,-74.10319685,955577.3395,144953.5579,50,12804,5114930,5040660017
500957,507890,12/07/2015,5,0,OnCurb,Alive,Fair,Syringa reticulata,Japanese tree lilac,1or2,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,2150 VIRGIL PLACE,10473,Bronx,209,2,Bronx,18,87,34,BX09,Soundview-Castle Hill-Clason Point-Harding Park,2008600,New York,40.82235828,-73.84944026,1025920.688,238920.2958,18,86,2022366,2036110157
259145,502009,09/25/2015,18,0,OnCurb,Alive,Fair,Platanus x acerifolia,London planetree,None,None,NoDamage,Volunteer,"RootOther,TrunkOther",No,No,Yes,No,No,Yes,No,No,No,620 EAST 163 STREET,10456,Bronx,203,2,Bronx,17,79,32,BX35,Morrisania-Melrose,2018500,New York,40.82320699,-73.90696616,1009998.822,239207.371,17,185,2004469,2026270009
496317,508015,12/04/2015,12,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,940 BOYNTON AVENUE,10473,Bronx,209,2,Bronx,17,85,32,BX09,Soundview-Castle Hill-Clason Point-Harding Park,2002800,New York,40.82291382,-73.8769617,1018303.251,239110.8033,18,28,2022616,2036530022
250065,335540,09/23/2015,22,0,OnCurb,Alive,Good,Styphnolobium japonicum,Sophora,None,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,85-059 LITTLE NECK PARKWAY,11001,Floral Park,413,4,Queens,23,33,11,QN44,Glen Oaks-Floral Park-New Hyde Park,4157903,New York,40.73262349,-73.71118901,1064292.419,206323.0238,23,157903,4180009,4087980002
291015,401987,10/07/2015,4,0,OnCurb,Alive,Good,Ostrya virginiana,American hophornbeam,None,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,12 CRYSTAL AVENUE,10302,Staten Island,501,5,Staten Island,50,61,24,SI28,Port Richmond,5025100,New York,40.62419803,-74.14141068,944994.9643,166720.2388,50,251,5028754,5014360012
98133,107296,07/27/2015,11,0,OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,3or4,Helpful,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,201 EAST 66 STREET,10065,New York,108,1,Manhattan,4,73,28,MN31,Lenox Hill-Roosevelt Island,1011800,New York,40.76584892,-73.96308042,994476.9812,218298.322,4,118,1043872,1014210001
174784,102912,08/25/2015,11,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,1or2,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,21 AVENUE C,10009,New York,103,1,Manhattan,2,74,26,MN28,Lower East Side,1002202,New York,40.72131803,-73.98094609,989531.5954,202072.7157,2,2202,1004599,1003850038
198840,224326,09/02/2015,9,0,OnCurb,Alive,Good,Tilia americana,American linden,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,32 STRONG PLACE,11231,Brooklyn,306,3,Brooklyn,39,52,26,BK33,Carroll Gardens-Columbia Street-Red Hook,3006700,New York,40.6855976,-73.99772541,984880.8353,189058.1298,39,67,3003866,3003230050
209426,407429,09/08/2015,7,0,OnCurb,Alive,Fair,Pyrus calleryana,Callery pear,None,None,Damage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,122 KENSINGTON AVENUE,10305,Staten Island,502,5,Staten Island,50,64,23,SI14,Grasmere-Arrochar-Ft. Wadsworth,5006400,New York,40.59539382,-74.076550460000007,962990.7223,156203.7198,50,64,5047666,5032460092
419952,200266,11/03/2015,7,0,OnCurb,Alive,Good,Prunus,cherry,1or2,Helpful,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,115 MALTA STREET,11207,Brooklyn,305,3,Brooklyn,42,60,19,BK82,East New York,3110400,New York,40.65789615,-73.89437787,1013555.48,178983.3626,42,1104,3348979,3043190119
649776,313739,08/01/2016,7,0,OnCurb,Alive,Good,Styphnolobium japonicum,Sophora,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,25-037 147 STREET,11354,Flushing,407,4,Queens,19,40,11,QN51,Murray Hill,4104700,New York,40.77530227,-73.8193482,1034284.666,221791.9298,19,1047,4108619,4048000001
464690,228492,11/17/2015,32,0,OnCurb,Alive,Fair,Platanus x acerifolia,London planetree,None,None,NoDamage,Volunteer,TrunkOther,No,No,No,No,No,Yes,No,No,No,829 60 STREET,11220,Brooklyn,312,3,Brooklyn,38,49,17,BK34,Sunset Park East,3010400,New York,40.63508181,-74.00874684,981822.3083,170653.9255,38,104,3140885,3057070068
522036,100914,12/16/2015,5,0,OnCurb,Alive,Good,Koelreuteria paniculata,golden raintree,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,171 WEST STREET,10007,New York,101,1,Manhattan,1,66,26,MN24,SoHo-TriBeCa-Civic Center-Little Italy,1031703,New York,40.71591807,-74.01322107,980584.9256,200105.0464,1,21,1087170,1001427501
529559,100887,12/21/2015,5,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,1or2,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1 WEST STREET,10280,New York,101,1,Manhattan,1,65,26,MN25,Battery Park City-Lower Manhattan,1031704,New York,40.70534813,-74.01666842,979628.5374,196254.2631,1,13,1082634,1000157501
227590,227851,09/15/2015,15,0,OnCurb,Alive,Good,Tilia cordata,littleleaf linden,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,801 AVENUE J,11230,Brooklyn,312,3,Brooklyn,44,48,17,BK43,Midwood,3045800,New York,40.62453688,-73.9677629,993198.8469,166813.651,44,458,3170932,3065210048
487027,415155,11/29/2015,7,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,151 PLATT STREET,10306,Staten Island,503,5,Staten Island,50,64,24,SI25,Oakwood-Oakwood Beach,5013204,New York,40.5615517,-74.12655808,949085.0073,143890.3068,50,13204,5063219,5047050050
341297,214351,10/17/2015,19,0,OnCurb,Alive,Fair,Platanus x acerifolia,London planetree,None,None,Damage,NYC Parks Staff,Stones,Yes,No,No,No,No,No,No,No,No,1136 EAST 87 STREET,11236,Brooklyn,318,3,Brooklyn,46,59,19,BK50,Canarsie,3099400,New York,40.63482423,-73.9038269,1010943.021,170574.6156,46,994,3226314,3080520055
139413,107054,08/12/2015,4,0,OnCurb,Alive,Good,Quercus rubra,northern red oak,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1 FREEDOM PLACE,10069,New York,107,1,Manhattan,6,67,27,MN12,Upper West Side,1015500,New York,40.77720452,-73.98905259,987281.9923,222433.5804,6,155,1086066,1011710133
400008,339414,10/29/2015,13,0,OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,None,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,11-024 BAYPORT PLACE,11691,Far Rockaway,414,4,Queens,31,23,10,QN15,Far Rockaway-Bayswater,4103202,New York,40.60491202,-73.75002504,1053662.03,159761.1946,31,103202,4298035,4155440010
1461,511131,05/21/2015,4,0,OnCurb,Alive,Good,Carpinus caroliniana,American hornbeam,None,None,NoDamage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,140 BELLAMY LOOP,10475,Bronx,210,2,Bronx,12,82,36,BX13,Co-op City,2046201,New York,40.87286152,-73.82610629,1032342.336,257332.4618,NA,NA,NA,NA
502545,600000,12/08/2015,11,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,137 SWAIM AVENUE,10312,Staten Island,503,5,Staten Island,51,62,24,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,5017600,New York,40.52231731,-74.18351684,933228.7162,129624.3291,51,176,5082334,5065390047
196324,310186,09/02/2015,19,0,OnCurb,Alive,Good,Acer platanoides,Norway maple,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,125-005 HILLSIDE AVENUE,11415,Kew Gardens,409,4,Queens,29,27,14,QN60,Kew Gardens,4014000,New York,40.70289603,-73.82589447,1032523.998,195408.4212,29,140,4193652,4092710031
286458,402855,10/06/2015,44,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,Damage,NYC Parks Staff,"TrunkOther,BranchOther",No,No,No,No,No,Yes,No,No,Yes,412 HOYT AVENUE,10301,Staten Island,501,5,Staten Island,49,61,24,SI35,New Brighton-Silver Lake,5006700,New York,40.63257628,-74.10514994,955064.458,169758.4899,49,67,5003464,5001340096
88967,341981,07/23/2015,12,0,OnCurb,Alive,Good,Tilia tomentosa,silver linden,None,None,Damage,Volunteer,"RootOther,TrunkOther",No,No,Yes,No,No,Yes,No,No,No,25-028 86 STREET,11370,East Elmhurst,403,4,Queens,22,34,13,QN28,Jackson Heights,4032900,New York,40.76267262,-73.88293076,1016680.532,217160.6071,22,329,4032186,4013590018
215831,209038,09/11/2015,14,0,OnCurb,Alive,Good,Quercus rubra,northern red oak,None,None,Damage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,2352 EAST 4 STREET,11223,Brooklyn,315,3,Brooklyn,47,45,23,BK25,Homecrest,3038800,New York,40.59270779,-73.966917,993438.0453,155217.5777,47,388,3334578,3071790008
626141,227963,07/14/2016,9,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1547 57 STREET,11219,Brooklyn,312,3,Brooklyn,44,48,17,BK88,Borough Park,3024000,New York,40.62719754,-73.99115463,986705.3287,167781.4794,44,240,3130799,3054910059
141721,103942,08/13/2015,11,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,1or2,None,Damage,Volunteer,RootOther,No,No,Yes,No,No,No,No,No,No,696 10 AVENUE,10019,New York,104,1,Manhattan,3,75,27,MN15,Clinton,1012700,New York,40.76380506,-73.99228896,986386.0761,217551.6128,3,127,1026631,1010580063
510112,513338,12/10/2015,4,0,OnCurb,Alive,Good,Acer rubrum,red maple,None,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,290 BAYCHESTER AVENUE,10469,Bronx,212,2,Bronx,12,82,36,BX03,Eastchester-Edenwald-Baychester,2035600,New York,40.86423239,-73.8308656,1031032.167,254185.9599,12,46201,2102452,2051410025
7794,111070,06/01/2015,11,0,OnCurb,Alive,Good,Quercus palustris,pin oak,None,Harmful,NoDamage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,616 WEST 181 STREET,10033,New York,112,1,Manhattan,10,72,31,MN35,Washington Heights North,1027100,New York,40.84968469,-73.93482602,1002280.918,248847.2146,10,271,1063909,1021620055
81763,323720,07/21/2015,5,0,OnCurb,Alive,Good,Taxodium distichum,bald cypress,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,39-027 233 STREET,11363,Little Neck,411,4,Queens,19,26,11,QN45,Douglas Manor-Douglaston-Little Neck,4148300,New York,40.76866211,-73.75245642,1052818.304,219417.9881,19,1483,4168578,4080780007
172325,339256,08/24/2015,20,0,OnCurb,Alive,Fair,Quercus palustris,pin oak,None,None,Damage,TreesCount Staff,"Stones,BranchLights",Yes,No,No,No,No,No,Yes,No,No,31-016 DWIGHT AVENUE,11691,Far Rockaway,414,4,Queens,31,23,10,QN15,Far Rockaway-Bayswater,4100802,New York,40.60076572,-73.76728333,1048873.843,158237.3932,31,100802,4300785,4157410024
