tree_id,block_id,created_at,tree_dbh,stump_diam,curb_loc,status,health,spc_latin,spc_common,steward,guards,sidewalk,user_type,problems,root_stone,root_grate,root_other,trunk_wire,trnk_light,trnk_other,brch_light,brch_shoe,brch_other,address,postcode,zip_city,community board,borocode,borough,cncldist,st_assem,st_senate,nta,nta_name,boro_ct,state,latitude,longitude,x_sp,y_sp,council district,census tract,bin,bbl
273654,210653,10/01/2015,2,0,OnCurb,Alive,Fair,Koelreuteria paniculata,golden raintree,1or2,Harmful,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1885 MC DONALD AVENUE,11223,Brooklyn,315,3,Brooklyn,44,45,17,BK25,Homecrest,3042200,New York,40.60688277,-73.97251349,991882.1265,160381.3486,44,422,3329186,3066330045
147038,221687,08/15/2015,6,0,OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,NoDamage,Volunteer,RootOther,No,No,Yes,No,No,No,No,No,No,44 ABERDEEN STREET,11207,Brooklyn,304,3,Brooklyn,37,55,18,BK78,Bushwick South,3040500,New York,40.68193569,-73.905965,1010331.164,187737.9786,37,405,3080444,3034680026
585784,415097,06/14/2016,17,0,OnCurb,Alive,Good,Liquidambar styraciflua,sweetgum,None,None,Damage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,75 TANGLEWOOD DRIVE,10306,Staten Island,503,5,Staten Island,51,62,24,SI54,Great Kills,5014606,New York,40.56628612,-74.15065683,942391.984,145625.7642,51,14606,5061047,5045000030
509199,512007,12/10/2015,17,0,OnCurb,Alive,Good,Celtis occidentalis,common hackberry,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,2055 WILSON AVENUE,10461,Bronx,211,2,Bronx,13,80,34,BX49,Pelham Parkway,2029600,New York,40.85710487,-73.84927609,1025944.343,251579.8335,13,288,2049367,2043160038
609165,305649,06/30/2016,14,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,TreesCount Staff,BranchLights,No,No,No,No,No,No,Yes,No,No,162-021 78 ROAD,11366,Fresh Meadows,408,4,Queens,24,25,14,QN37,Kew Gardens Hills,4125700,New York,40.72219246,-73.80511718,1038269.237,202450.8133,24,1257,4148326,4068510023
320809,313320,10/13/2015,15,0,OnCurb,Alive,Good,Amelanchier,serviceberry,None,None,Damage,TreesCount Staff,"Stones,BranchLights",Yes,No,No,No,No,No,Yes,No,No,150-033 BAYSIDE AVENUE,11354,Flushing,407,4,Queens,19,40,11,QN51,Murray Hill,4104700,New York,40.771597,-73.81436214,1035668.5,220444.8646,19,1047,4109037,4048230045
148391,201309,08/15/2015,3,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,625 SUTTER AVENUE,11207,Brooklyn,305,3,Brooklyn,42,60,19,BK85,East New York (Pennsylvania Ave),3115600,New York,40.66930654,-73.89603069,1013091.963,183139.9356,42,1156,3084060,3037540001
391992,400343,10/28/2015,19,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,96 PARK HILL AVENUE,10304,Staten Island,501,5,Staten Island,49,61,23,SI08,Grymes Hill-Clifton-Fox Hills,5004000,New York,40.61708086,-74.08033914,961945.7939,164105.81,49,40,5043295,5028690098
557015,311245,05/09/2016,6,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,137-022 JUNIPER AVENUE,11355,Flushing,407,4,Queens,20,25,16,QN22,Flushing,4084500,New York,40.74911301,-73.82064383,1033945.356,212249.6051,20,845,4116495,4051490013
150978,307502,08/16/2015,18,0,OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,Damage,Volunteer,"Stones,BranchLights",Yes,No,No,No,No,No,Yes,No,No,81-015 SURREY PLACE,11432,Jamaica,408,4,Queens,24,24,11,QN06,Jamaica Estates-Holliswood,4127700,New York,40.72357762,-73.78566835,1043658.98,202968.0606,24,1277,4155806,4072420008
587526,330748,06/15/2016,18,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,green ash,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,257-007 147 ROAD,11422,Rosedale,413,4,Queens,31,29,10,QN05,Rosedale,4066000,New York,40.65645358,-73.73160388,1058719.593,178554.2109,31,660,4290301,4136620044
50254,307205,07/06/2015,17,0,OnCurb,Alive,Fair,Quercus palustris,pin oak,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,65-044 162 STREET,11365,Fresh Meadows,408,4,Queens,24,27,16,QN38,Pomonok-Flushing Heights-Hillcrest,4122701,New York,40.73587939,-73.80675334,1037804.712,207436.3732,24,122701,4451574,4067910001
103422,321666,07/29/2015,4,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,None,Damage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,43-040 215 STREET,11361,Bayside,411,4,Queens,19,26,11,QN46,Bayside-Bayside Hills,4146700,New York,40.76077057,-73.76766581,1048613.018,216531.3108,19,1467,4138365,4063010001
388728,412165,10/27/2015,5,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,1or2,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,311 KINGDOM AVENUE,10312,Staten Island,503,5,Staten Island,51,62,24,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,5017600,New York,40.5250765,-74.18469269,932903.9285,130630.2513,51,176,5082346,5065480014
645927,308862,07/29/2016,38,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,91-035 96 STREET,11421,Woodhaven,409,4,Queens,32,38,10,QN53,Woodhaven,4003000,New York,40.68942747,-73.84733599,1026587.494,190490.3471,32,30,4186630,4089930069
410470,514591,11/01/2015,4,0,OnCurb,Dead,NA,NA,NA,NA,NA,NA,Volunteer,NA,No,No,No,No,No,No,No,No,No,2551 PELHAM BAY PARK WEST,10475,Bronx,212,2,Bronx,13,82,34,BX03,Eastchester-Edenwald-Baychester,2045600,New York,40.88688264,-73.81725839,1034778.665,262445.883,13,456,2083056,2056540393
627151,337117,07/14/2016,4,0,OnCurb,Alive,Fair,Tilia cordata,littleleaf linden,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,231-019 135 AVENUE,11413,Springfield Gardens,413,4,Queens,31,29,14,QN66,Laurelton,4064600,New York,40.67399821,-73.74002986,1056362.744,184939.138,31,632,4282623,4131580004
650261,309480,08/02/2016,20,0,OffsetFromCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,127-001 95 AVENUE,11419,South Richmond Hill,409,4,Queens,28,24,10,QN54,Richmond Hill,4014800,New York,40.69452366,-73.82055972,1034009.403,192361.1127,28,148,4199348,4094440048
133002,345413,08/10/2015,3,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,1or2,Harmful,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,66-034 FRESH POND ROAD,11385,Ridgewood,405,4,Queens,30,37,15,QN20,Ridgewood,4058700,New York,40.7079864,-73.89781503,1012580.533,197231.5495,30,587,4084893,4035280076
614567,328487,07/05/2016,28,0,OnCurb,Alive,Good,Liquidambar styraciflua,sweetgum,None,None,Damage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,183-029 ELMIRA AVENUE,11412,Saint Albans,412,4,Queens,27,29,14,QN08,St. Albans,4040400,New York,40.70192018,-73.77181218,1047520.214,195087.3244,27,404,4220455,4103480061
324010,404515,10/14/2015,22,0,OnCurb,Alive,Poor,Acer rubrum,red maple,None,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,45 FLOYD STREET,10310,Staten Island,501,5,Staten Island,49,61,23,SI22,West New Brighton-New Brighton-St. George,5014100,New York,40.62894791,-74.12613619,949237.591,168444.2681,49,141,5006196,5002280001
502052,508526,12/07/2015,7,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1264 ST LAWRENCE AVENUE,10472,Bronx,209,2,Bronx,18,87,32,BX08,West Farms-Bronx River,2007600,New York,40.83199258,-73.86728139,1020977.452,242422.4335,18,76,2025621,2037860013
242308,111782,09/20/2015,5,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,1or2,None,NoDamage,Volunteer,MetalGrates,No,Yes,No,No,No,No,No,No,No,1015 5 AVENUE,83,Central Park,108,1,Manhattan,6,69,29,MN40,Upper East Side-Carnegie Hill,1014300,New York,40.77945135,-73.96203028,994765.7286,223254.2645,4,142,1046770,1014940069
140884,219107,08/12/2015,20,0,OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,Damage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,298 CARLTON AVENUE,11205,Brooklyn,302,3,Brooklyn,35,57,25,BK68,Fort Greene,3018100,New York,40.68874535,-73.97204042,992003.9645,190206.1748,35,181,3059028,3021020046
50543,213653,07/06/2015,8,0,OnCurb,Alive,Good,Zelkova serrata,Japanese zelkova,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1264 BERGEN AVENUE,11234,Brooklyn,318,3,Brooklyn,46,59,19,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,3069601,New York,40.62683206,-73.91178933,1008735.967,167660.5282,46,69601,3235850,3083600068
707590,209474,09/11/2016,11,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,NYC Parks Staff,BranchLights,No,No,No,No,No,No,Yes,No,No,2102 WEST 10 STREET,11223,Brooklyn,315,3,Brooklyn,47,45,22,BK29,Bensonhurst East,3040200,New York,40.59587191,-73.98131515,989439.0437,156369.1657,47,402,3192287,3071160010
125628,214752,08/07/2015,15,0,OnCurb,Alive,Good,Acer platanoides,Norway maple,1or2,None,Damage,NYC Parks Staff,Stones,Yes,No,No,No,No,No,No,No,No,1150 EAST 99 STREET,11236,Brooklyn,318,3,Brooklyn,46,58,19,BK50,Canarsie,3101200,New York,40.6403483,-73.89429362,1013586.57,172590.232,46,1012,3231938,3082440068
134262,337362,08/10/2015,13,0,OnCurb,Alive,Good,Juniperus virginiana,eastern redcedar,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,223-012 MURDOCK AVENUE,11429,Queens Village,413,4,Queens,27,33,14,QN33,Cambria Heights,4059200,New York,40.70319182,-73.73378974,1058061.355,195580.3727,27,592,4242397,4112410005
114433,409043,08/03/2015,9,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,Damage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,145 WELLINGTON COURT,10314,Staten Island,502,5,Staten Island,51,63,24,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,5027702,New York,40.57964967,-74.15808133,940337.9736,150498.0626,51,27702,5121202,5024527503
436300,504788,11/06/2015,2,0,OnCurb,Dead,NA,NA,NA,NA,NA,NA,NYC Parks Staff,NA,No,No,No,No,No,No,No,No,No,1808 MOHEGAN AVENUE,10460,Bronx,206,2,Bronx,17,79,32,BX17,East Tremont,2036700,New York,40.84025147,-73.88854357,1015089.707,245423.25,17,367,2010130,2029580068
217655,106812,09/12/2015,8,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,1or2,Harmful,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,300 WEST 99 STREET,10025,New York,107,1,Manhattan,6,69,31,MN12,Upper West Side,1018700,New York,40.79730023,-73.97220932,991944.5761,229756.1652,6,187,1057083,1018880025
636989,321920,07/21/2016,3,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,1or2,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,46-036 244 STREET,11362,Little Neck,411,4,Queens,19,26,11,QN45,Douglas Manor-Douglaston-Little Neck,4150701,New York,40.76328596,-73.74141898,1055881.392,217468.1202,19,150701,4170118,4081830024
675804,210587,08/23/2016,31,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,1639 EAST 29 STREET,11229,Brooklyn,315,3,Brooklyn,48,41,19,BK44,Madison,3064200,New York,40.61086529,-73.9448195,999570.9493,161835.911,48,642,3182796,3067920060
66425,408101,07/14/2015,5,0,OnCurb,Dead,NA,NA,NA,NA,NA,NA,TreesCount Staff,NA,No,No,No,No,No,No,No,No,No,124 NARROWS ROAD SOUTH,10305,Staten Island,502,5,Staten Island,50,64,24,SI14,Grasmere-Arrochar-Ft. Wadsworth,5002002,New York,40.60511386,-74.07421341,963642.7587,159744.422,50,2002,5127952,5030240157
72058,311223,07/16/2015,7,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,None,NoDamage,TreesCount Staff,"Stones,BranchOther",Yes,No,No,No,No,No,No,No,Yes,131-040 FOWLER AVENUE,11355,Flushing,407,4,Queens,20,25,16,QN22,Flushing,4038302,New York,40.75163154,-73.83363621,1030343.735,213160.078,20,38302,4540092,4020180001
254064,411079,09/24/2015,4,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,930 EDGEGROVE AVENUE,10309,Staten Island,503,5,Staten Island,51,62,24,SI32,Rossville-Woodrow,5020804,New York,40.53493704,-74.20218577,928049.0077,134233.4078,51,20804,5154689,5068780059
417619,202805,11/02/2015,4,0,OnCurb,Alive,Fair,Prunus cerasifera,purple-leaf plum,None,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,216 LINCOLN AVENUE,11208,Brooklyn,305,3,Brooklyn,37,54,18,BK83,Cypress Hills-City Line,3118400,New York,40.68491585,-73.86967709,1020394.206,188836.625,37,1184,3092430,3041330049
442623,406497,11/10/2015,13,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,372 NAUGHTON AVENUE,10305,Staten Island,502,5,Staten Island,50,64,24,SI36,Old Town-Dongan Hills-South Beach,5011201,New York,40.58268757,-74.09191539,958718.7827,151578.6198,50,11201,5053105,5036590018
567407,332435,05/27/2016,29,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,221-018 133 AVENUE,11413,Springfield Gardens,413,4,Queens,31,29,14,QN66,Laurelton,4062600,New York,40.67963022,-73.74690991,1054448.374,186985.4417,31,626,4279273,4129600029
197107,510067,09/02/2015,12,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,1or2,Helpful,Damage,TreesCount Staff,BranchLights,No,No,No,No,No,No,Yes,No,No,2869 WATERBURY AVENUE,10461,Bronx,210,2,Bronx,13,82,34,BX52,Schuylerville-Throgs Neck-Edgewater Park,2018400,New York,40.83735479,-73.83164422,1030835.624,244393.0293,13,184,2073651,2053530005
246970,334505,09/22/2015,5,0,OnCurb,Alive,Good,Zelkova serrata,Japanese zelkova,1or2,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,90-032 213 STREET,11428,Queens Village,413,4,Queens,23,33,14,QN34,Queens Village,4054200,New York,40.72169082,-73.74810639,1054072.447,202308.3497,23,542,4227372,4106450081
256926,503307,09/25/2015,4,0,OnCurb,Alive,Good,Zelkova serrata,Japanese zelkova,1or2,Unsure,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,1245 GRANDVIEW PLACE,10452,Bronx,204,2,Bronx,16,84,29,BX63,West Concourse,2019700,New York,40.83559641,-73.91780208,1006995.547,243718.2912,16,197,2002854,2024650038
18477,109016,06/13/2015,3,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,2050 FREDERICK DOUGLASS BOULEVARD,10026,New York,110,1,Manhattan,9,70,30,MN11,Central Harlem South,1021600,New York,40.80165512,-73.95726994,996080.1587,231344.4685,NA,NA,NA,NA
684815,232878,08/27/2016,13,0,OnCurb,Alive,Good,Acer platanoides,Norway maple,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,75 EAST 53 STREET,11203,Brooklyn,317,3,Brooklyn,41,58,20,BK96,Rugby-Remsen Village,3086600,New York,40.65837026,-73.92807191,1004206.731,179146.6188,41,866,3100268,3046230001
620518,302889,07/10/2016,45,0,OnCurb,Alive,Good,Acer pseudoplatanus,sycamore maple,None,None,NoDamage,Volunteer,BranchLights,No,No,No,No,No,No,Yes,No,No,68-009 50 AVENUE,11377,Woodside,402,4,Queens,30,30,15,QN50,Elmhurst-Maspeth,4024300,New York,40.73697712,-73.89642409,1012953.678,207794.2068,30,243,4056195,4024280001
600553,320251,06/24/2016,15,0,OnCurb,Alive,Good,Acer,maple,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,48-068 189 STREET,11365,Fresh Meadows,411,4,Queens,20,25,11,QN48,Auburndale,4141700,New York,40.74739497,-73.78882444,1042763.249,211643.3205,20,1417,4127267,4056240063
306344,322987,10/10/2015,9,0,OnCurb,Alive,Good,Zelkova serrata,Japanese zelkova,None,None,NoDamage,Volunteer,BranchLights,No,No,No,No,No,No,Yes,No,No,321 ARLEIGH ROAD,11363,Little Neck,411,4,Queens,19,26,11,QN45,Douglas Manor-Douglaston-Little Neck,4148300,New York,40.77559198,-73.74747545,1054190.726,221946.6989,19,1483,4168359,4080490060
328458,511731,10/14/2015,6,0,OnCurb,Alive,Good,Prunus,cherry,1or2,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1086 MORRIS PARK AVENUE,10461,Bronx,211,2,Bronx,13,82,34,BX37,Van Nest-Morris Park-Westchester Square,2025400,New York,40.84933359,-73.85327155,1024843.833,248746.5859,13,254,2094973,2041080006
352063,506563,10/20/2015,5,0,OnCurb,Alive,Fair,Styphnolobium japonicum,Sophora,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,3551 DEKALB AVENUE,10467,Bronx,207,2,Bronx,11,81,36,BX43,Norwood,2043100,New York,40.88339379,-73.87962681,1017535.349,261144.9187,11,431,2017797,2033280039
389554,311224,10/27/2015,5,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,None,NoDamage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,55-002 MAIN STREET,11355,Flushing,407,4,Queens,20,25,16,QN62,Queensboro Hill,4083700,New York,40.74991394,-73.82565253,1032556.983,212538.6061,20,799,4115566,4051310027
147216,345778,08/15/2015,11,0,OnCurb,Alive,Fair,Platanus x acerifolia,London planetree,None,None,Damage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,2228 HARMAN STREET,11385,Ridgewood,405,4,Queens,30,37,15,QN20,Ridgewood,4059500,New York,40.71198903,-73.9065469,1010158.088,198687.1237,30,595,4080252,4033670028
252580,501105,09/23/2015,3,0,OnCurb,Alive,Fair,Liquidambar styraciflua,sweetgum,None,None,Damage,Volunteer,BranchOther,No,No,No,No,No,No,No,No,Yes,684 EAST 133 STREET,10454,Bronx,201,2,Bronx,17,84,29,BX39,Mott Haven-Port Morris,2001900,New York,40.80183444,-73.91649729,1007368.33,231417.9332,17,19,2003697,2025610013
393826,103353,10/28/2015,21,0,OffsetFromCurb,Alive,Fair,Platanus x acerifolia,London planetree,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,60 CATHERINE STREET,10038,New York,103,1,Manhattan,1,65,26,MN27,Chinatown,1002500,New York,40.71125583,-73.99700684,985079.8061,198406.1889,1,25,1077421,1001110100
706079,318021,09/09/2016,12,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,132-032 79 STREET,11417,Ozone Park,410,4,Queens,32,23,15,QN56,Ozone Park,4004401,New York,40.67395453,-73.85725768,1023845.155,184848.4755,32,4401,4244841,4113410028
173798,102494,08/25/2015,5,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,47 ST JAMES PLACE,10038,New York,103,1,Manhattan,1,65,26,MN27,Chinatown,1002700,New York,40.71286062,-73.99871053,984607.4776,198990.8527,1,27,1003371,1002790021
628896,342247,07/16/2016,3,0,OnCurb,Alive,Good,Zelkova serrata,Japanese zelkova,1or2,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,23-066 91 STREET,11369,East Elmhurst,403,4,Queens,22,35,13,QN28,Jackson Heights,4032900,New York,40.76596341,-73.87880035,1017823.078,218361.103,22,329,4023543,4010840037
82203,506874,07/21/2015,6,0,OnCurb,Alive,Fair,Crataegus,hawthorn,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,265 WEST 232 STREET,10463,Bronx,208,2,Bronx,11,81,34,BX29,Spuyten Duyvil-Kingsbridge,2028900,New York,40.88122807,-73.90604645,1010230.693,260346.9256,11,287,2096794,2057560195
381042,510898,10/26/2015,10,0,OnCurb,Alive,Good,Acer rubrum,red maple,1or2,Helpful,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1965 MAYFLOWER AVENUE,10461,Bronx,210,2,Bronx,13,82,34,BX10,Pelham Bay-Country Club-City Island,2030000,New York,40.85173403,-73.83383479,1030219.535,249630.7626,13,300,2047206,2042310033
354074,302850,10/20/2015,20,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,Volunteer,"Stones,BranchLights",Yes,No,No,No,No,No,Yes,No,No,39-002 50 AVENUE,11104,Sunnyside,402,4,Queens,26,37,12,QN31,Hunters Point-Sunnyside-West Maspeth,4018700,New York,40.73807255,-73.92725033,1004410.567,208184.709,26,187,4003043,4002100026
51680,415029,07/06/2015,11,0,OnCurb,Alive,Good,Acer rubrum,red maple,None,None,Damage,NYC Parks Staff,Stones,Yes,No,No,No,No,No,No,No,No,15 IRONWOOD STREET,10308,Staten Island,503,5,Staten Island,51,62,24,SI54,Great Kills,5014606,New York,40.5613347,-74.14678735,943464.0461,143820.0195,51,14606,5061134,5045750076
657124,341552,08/07/2016,9,0,OnCurb,Alive,Fair,Acer rubrum,red maple,1or2,Helpful,NoDamage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,33-032 110 STREET,11368,Corona,403,4,Queens,21,35,13,QN26,North Corona,4038100,New York,40.7569779,-73.85912424,1023278.746,215095.5466,21,381,4042820,4017240027
613641,314391,07/04/2016,26,0,OnCurb,Alive,Good,Morus,mulberry,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,146-035 21 AVENUE,11357,Whitestone,407,4,Queens,19,26,11,QN49,Whitestone,4103900,New York,40.78034886,-73.81986206,1034138.563,223630.2756,19,1039,4104901,4046330037
428827,202039,11/04/2015,4,0,OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,325 ESSEX STREET,11208,Brooklyn,305,3,Brooklyn,37,54,18,BK82,East New York,3116600,New York,40.67607362,-73.88217049,1016933.58,185610.242,37,1166,3328451,3039880012
55490,505734,07/08/2015,11,0,OnCurb,Alive,Good,Quercus rubra,northern red oak,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1044 EAST TREMONT AVENUE,10460,Bronx,206,2,Bronx,17,87,32,BX75,Crotona Park East,2006000,New York,40.8400812,-73.87949081,1017594.666,245364.5329,17,60,2094603,2030210038
660197,228512,08/09/2016,10,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,None,None,Damage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,1459 45 STREET,11219,Brooklyn,312,3,Brooklyn,44,48,17,BK88,Borough Park,3023200,New York,40.63505373,-73.9860313,988127.0254,170643.8851,44,232,3136537,3056120055
123311,108728,08/06/2015,16,0,OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,547 WEST 146 STREET,10031,New York,109,1,Manhattan,7,71,31,MN04,Hamilton Heights,1023300,New York,40.82691543,-73.94940511,998252.286,240548.8634,7,233,1087801,1020780005
242670,515096,09/21/2015,15,0,OnCurb,Alive,Good,Zelkova serrata,Japanese zelkova,None,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,4314 RICHARDSON AVENUE,10466,Bronx,212,2,Bronx,11,81,36,BX62,Woodlawn-Wakefield,2041800,New York,40.8963479,-73.85701517,1023780.167,265874.0231,11,418,2069704,2050390048
279966,224479,10/03/2015,8,0,OnCurb,Alive,Good,Tilia americana,American linden,None,None,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,635 BALTIC STREET,11217,Brooklyn,306,3,Brooklyn,39,52,25,BK37,Park Slope-Gowanus,3012901,New York,40.68019412,-73.97977208,989860.4809,187090.1242,39,12901,3018836,3009370067
389854,348724,10/27/2015,0,15,OnCurb,Stump,NA,NA,NA,NA,NA,NA,Volunteer,NA,No,No,No,No,No,No,No,No,No,100-049 67 DRIVE,11375,Forest Hills,406,4,Queens,29,28,16,QN17,Forest Hills,4071305,New York,40.72467248,-73.85248516,1025137.88,203328.6984,29,71305,4075097,4031690050
597732,315351,06/22/2016,24,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,14-025 166 STREET,11357,Whitestone,407,4,Queens,19,26,11,QN49,Whitestone,4099100,New York,40.78854722,-73.79700549,1040461.677,226631.0504,19,991,4104473,4046140027
190178,410272,08/30/2015,11,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,Damage,TreesCount Staff,"Stones,BranchLights",Yes,No,No,No,No,No,Yes,No,No,60 CASE AVENUE,10309,Staten Island,503,5,Staten Island,51,62,24,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,5019800,New York,40.51662834,-74.19512007,929998.1807,127558.6856,51,198,5082768,5066700064
439162,407174,11/07/2015,16,0,OnCurb,Alive,Good,Acer rubrum,red maple,None,None,Damage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,203 MALLORY AVENUE,10305,Staten Island,502,5,Staten Island,50,64,23,SI36,Old Town-Dongan Hills-South Beach,5007000,New York,40.5935412,-74.07749749,962727.1205,155528.9948,50,70,5093997,5032490063
652638,601861,08/03/2016,3,0,OnCurb,Alive,Good,Amelanchier,serviceberry,1or2,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,145-086 220 STREET,11413,Springfield Gardens,413,4,Queens,31,31,10,QN03,Springfield Gardens South-Brookville,4069000,New York,40.66241261,-73.76020984,1050776.618,180702.2243,31,690,4286545,4134670072
501409,507936,12/07/2015,6,0,OnCurb,Alive,Good,Prunus,cherry,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,759 HAVEMEYER AVENUE,10473,Bronx,209,2,Bronx,18,87,34,BX09,Soundview-Castle Hill-Clason Point-Harding Park,2009000,New York,40.82267931,-73.84581487,1026923.885,239039.0029,18,90,2022490,2036140061
